run_id,family,target,paper_section,teff_16,teff_50,teff_84,logg_16,logg_50,logg_84,logL_16,logL_50,logL_84,phi_16,phi_50,phi_84,cold_teff_50,cold_logg_50,cold_logL_50,cold_phi_50
EGS49140_m3,supplementary/prism,EGS49140,"Sections 2.3 and 4.4, Figure 8",4938.36,5102.05,5238.88,-2.0813,-1.23659,-0.463361,10.9926,11.0528,11.1029,1.28721,7.9357,48.5592,,,,
EGS55604_m3,supplementary/prism,EGS55604,"Sections 2.3 and 4.4, Figure 8",4765.88,4864.59,5036.66,-3.12066,-2.31495,-1.18166,11.05,11.0874,11.1281,6.15556,78.2976,448.949,,,,
GN15498_fr_m3,supplementary/prism,GN15498,"Sections 2.3 and 4.4, Figure 8",3530.07,3746.55,3904.99,-2.86575,-2.64786,-2.52275,13.6867,13.7166,13.7783,40.0946,56.2422,91.6337,,,,
GN38147_dja_m3,supplementary/prism,GN38147,"Sections 2.3 and 4.4, Figure 8",3292.23,3702.85,3901.51,-3.26214,-2.71766,-1.38006,10.4325,10.4832,10.6432,1.8388,68.1229,237.291,,,,
GN68797_dja_m3,supplementary/prism,GN68797,"Sections 2.3 and 4.4, Figure 8",3779.12,3876.65,3989.39,-0.378955,0.167763,0.392457,11.4512,11.48,11.5029,0.0589578,0.0971548,0.343096,,,,
GN9771_fr_m3,supplementary/prism,GN9771,"Sections 2.3 and 4.4, Figure 8",3017.23,3018.22,3019.24,-3.4991,-3.49643,-3.49048,13.7753,13.7824,13.7895,165.098,167.37,168.402,,,,
GS13971_fr_m3,supplementary/prism,GS13971,"Sections 2.3 and 4.4, Figure 8",4378.62,4516.7,4606.61,-3.10777,-2.57916,-1.45886,10.2922,10.3233,10.355,7.55228,106.146,327.182,,,,
MoMBH1_m3,supplementary/prism,MoMBH1,"Sections 2.3 and 4.4, Figure 8",6185.02,6464.68,6645.14,-1.16861,-0.328328,0.131478,11.2641,11.341,11.3895,0.875454,2.34181,12.7137,,,,
RUBIES_EGS28812_m3,supplementary/prism,RUBIES-EGS28812,"Sections 2.3 and 4.4, Figure 8",4650.57,4806.33,4965.43,-3.1755,-2.23338,-0.412804,10.0313,10.1356,10.1967,0.923786,63.425,461.018,,,,
RUBIES_EGS29489_m3,supplementary/prism,RUBIES-EGS29489,"Sections 2.3 and 4.4, Figure 8",4463.89,4591.58,4692.76,-3.28915,-2.18895,-0.711692,9.94567,9.97943,10.018,1.44524,48.045,518.255,,,,
RUBIES_EGS37124_m3,supplementary/prism,RUBIES-EGS37124,"Sections 2.3 and 4.4, Figure 8",4929.33,5795.69,6406.53,-2.77521,-1.09886,0.047336,8.23772,10.5139,10.7261,0.475184,7.52205,443.744,,,,
RUBIES_EGS42232_m3,supplementary/prism,RUBIES-EGS42232,"Sections 2.3 and 4.4, Figure 8",4672.69,4831.32,4961.12,-2.0218,-0.972153,-0.00466107,10.2948,10.3432,10.3965,0.323646,3.40867,38.0255,,,,
RUBIES_EGS42803_m3,supplementary/prism,RUBIES-EGS42803,"Sections 2.3 and 4.4, Figure 8",4431.4,4654.26,4832.92,-3.25025,-2.42283,-0.818015,10.3144,10.3708,10.435,2.03518,84.0197,477.337,,,,
RUBIES_EGS53254_m3,supplementary/prism,RUBIES-EGS53254,"Sections 2.3 and 4.4, Figure 8",2782.92,4191.58,5956.25,-2.91105,-1.55905,-0.152289,6.09233,8.55925,10.3657,0.328512,5.6373,143.812,,,,
RUBIES_EGS61496_m3,supplementary/prism,RUBIES-EGS61496,"Sections 2.3 and 4.4, Figure 8",4409.75,4684.46,4924.38,-2.74144,-0.827152,0.0991623,9.85197,9.93879,9.98372,0.229556,2.05578,158.186,,,,
RUBIES_EGS926125_m3,supplementary/prism,RUBIES-EGS926125,"Sections 2.3 and 4.4, Figure 8",3492.64,3798.55,4053.58,-2.48593,-1.6771,-1.01673,10.2753,10.3306,10.3892,1.22893,6.44998,46.8989,,,,
RUBIES_EGS927271_m3,supplementary/prism,RUBIES-EGS927271,"Sections 2.3 and 4.4, Figure 8",3344.28,3846.34,4439.29,-2.92444,-1.67925,-0.419175,9.89122,10.1168,10.3311,0.336636,7.22865,121.629,,,,
RUBIES_EGS948917_m3,supplementary/prism,RUBIES-EGS948917,"Sections 2.3 and 4.4, Figure 8",4083.6,4360.61,4535.73,-2.31897,-1.61595,-0.860756,10.4819,10.5373,10.603,1.2496,10.0007,52.2124,,,,
RUBIES_EGS952625_m3,supplementary/prism,RUBIES-EGS952625,"Sections 2.3 and 4.4, Figure 8",2865.32,4485.9,6057.23,-2.90826,-1.43386,-0.131666,6.42553,9.07574,10.2426,0.298399,6.41373,161.285,,,,
RUBIES_EGS966323_m3,supplementary/prism,RUBIES-EGS966323,"Sections 2.3 and 4.4, Figure 8",3265.41,3763.39,4257.56,-2.84721,-1.89503,-0.815226,10.2924,10.6395,10.9104,0.751609,9.89685,82.0199,,,,
RUBIES_UDS119957_m3,supplementary/prism,RUBIES-UDS119957,"Sections 2.3 and 4.4, Figure 8",3966.86,4159.01,4381.11,-1.55613,-0.591426,0.0737674,10.0222,10.0679,10.1138,0.141883,0.726178,8.21588,,,,
RUBIES_UDS144195_m3,supplementary/prism,RUBIES-UDS144195,"Sections 2.3 and 4.4, Figure 8",4908.4,4981.73,5048.66,-1.44653,-0.840657,-0.281369,10.1896,10.2139,10.2413,0.733764,2.76798,11.43,,,,
RUBIES_UDS149298_m3,supplementary/prism,RUBIES-UDS149298,"Sections 2.3 and 4.4, Figure 8",5252.53,5367.13,5517.04,-3.25886,-2.7515,-1.89052,10.221,10.234,10.2542,44.3611,292.041,939.977,,,,
RUBIES_UDS167741_m3,supplementary/prism,RUBIES-UDS167741,"Sections 2.3 and 4.4, Figure 8",3502.12,3790.63,4055.01,-3.00196,-2.27495,-1.5375,9.89487,9.96755,10.036,4.23662,25.8267,131.314,,,,
RUBIES_UDS172350_m3,supplementary/prism,RUBIES-UDS172350,"Sections 2.3 and 4.4, Figure 8",2826.09,4421.04,4937.66,-2.05044,-0.441144,0.230081,7.127,10.2308,10.355,0.101954,0.713662,12.0249,,,,
RUBIES_UDS23438_m3,supplementary/prism,RUBIES-UDS23438,"Sections 2.3 and 4.4, Figure 8",4166.94,4359.08,4511.5,-2.38584,-1.40832,-0.404547,9.84495,9.92786,9.98662,0.512878,6.31381,61.3475,,,,
RUBIES_UDS29813_m3,supplementary/prism,RUBIES-UDS29813,"Sections 2.3 and 4.4, Figure 8",3846.07,4421.93,4797.04,-2.16401,-0.94346,-0.0260817,9.60531,9.73814,9.84111,0.20762,2.0702,37.3649,,,,
RUBIES_UDS31747_m3,supplementary/prism,RUBIES-UDS31747,"Sections 2.3 and 4.4, Figure 8",4716.57,4802.51,4917.88,-3.28587,-2.84867,-2.09894,10.1797,10.2275,10.2897,46.9016,237.579,645.022,,,,
RUBIES_UDS33938_m3,supplementary/prism,RUBIES-UDS33938,"Sections 2.3 and 4.4, Figure 8",3287.81,3814.01,4421.6,-2.90473,-1.83012,-0.594941,9.86871,10.3125,10.5505,0.520357,9.38302,111.405,,,,
RUBIES_UDS36171_m3,supplementary/prism,RUBIES-UDS36171,"Sections 2.3 and 4.4, Figure 8",3767.6,5877.42,6509.51,-2.69472,-1.43247,-0.245501,7.68852,10.2275,10.5056,0.719157,14.0596,268.895,,,,
RUBIES_UDS40579_m3,supplementary/prism,RUBIES-UDS40579,"Sections 2.3 and 4.4, Figure 8",4296.79,4379.15,4514.47,-3.34045,-3.11341,-2.87284,11.1573,11.1903,11.2248,181.918,304.184,507.784,,,,
RUBIES_UDS50716_m3,supplementary/prism,RUBIES-UDS50716,"Sections 2.3 and 4.4, Figure 8",2994.14,3670.32,4941.96,-2.91092,-1.57096,-0.148748,6.82911,10.2329,10.5434,0.17043,4.93945,110.019,,,,
RUBIES_UDS53692_m3,supplementary/prism,RUBIES-UDS53692,"Sections 2.3 and 4.4, Figure 8",3410.36,4741.61,5934.88,-2.99985,-1.34229,-0.0408808,6.46722,9.38569,10.3565,0.302519,6.5199,304.827,,,,
RUBIES_UDS807469_m3,supplementary/prism,RUBIES-UDS807469,"Sections 2.3 and 4.4, Figure 8",4928.35,5758.09,6430.29,-2.88048,-1.44765,-0.241429,11.0573,11.4134,11.6327,1.2221,17.1203,462.252,,,,
RUBIES_UDS830237_m3,supplementary/prism,RUBIES-UDS830237,"Sections 2.3 and 4.4, Figure 8",3274.03,4690.08,5955.98,-2.86826,-1.36693,-0.151213,6.10195,8.66613,9.87537,0.387613,6.23143,166.438,,,,
RUBIES_UDS848745_m3,supplementary/prism,RUBIES-UDS848745,"Sections 2.3 and 4.4, Figure 8",3281.39,3780.06,4375.03,-1.86178,-0.847568,-0.0373599,10.461,10.6361,10.868,0.133475,0.965277,10.6039,,,,
RUBIES_UDS967770_m3,supplementary/prism,RUBIES-UDS967770,"Sections 2.3 and 4.4, Figure 8",2791.36,4533.17,5993.01,-2.85761,-1.39231,-0.0895367,6.0825,8.28574,10.0396,0.233462,5.14916,156.271,,,,
RUBIES_UDS970351_m3,supplementary/prism,RUBIES-UDS970351,"Sections 2.3 and 4.4, Figure 8",4633.61,4796.83,4938.54,-2.57685,-1.5868,-0.461847,9.97124,10.0165,10.058,0.94955,13.8921,121.951,,,,
SOK_1180_13329_m3,supplementary/prism,Sok-1180_13329,"Sections 2.3 and 4.4, Figure 8",4036.26,4137.75,4249.3,-1.77195,-1.00488,-0.538555,9.9036,9.95704,9.98163,0.616487,1.87975,12.2363,,,,
SOK_1181_53501_m3,supplementary/prism,Sok-1181_53501,"Sections 2.3 and 4.4, Figure 8",4623.13,4728.9,4798.36,-1.82192,-1.0763,-0.549062,10.0553,10.0853,10.1069,1.08921,3.84835,21.9057,,,,
SOK_1181_73488_m3,supplementary/prism,Sok-1181_73488,"Sections 2.3 and 4.4, Figure 8",4133.27,4218.56,4289.59,-2.32434,-1.61611,-1.11571,10.1147,10.1432,10.1672,2.45187,8.58405,45.5857,,,,
SOK_1286_159717_m3,supplementary/prism,Sok-1286_159717,"Sections 2.3 and 4.4, Figure 8",3457.26,3530.45,3623.55,-2.8601,-2.14478,-1.86873,10.6822,10.7185,10.7435,7.24587,14.3561,72.9328,,,,
SOK_1286_38562_m3,supplementary/prism,Sok-1286_38562,"Sections 2.3 and 4.4, Figure 8",3815.46,3942.6,4002.91,-2.65398,-2.2462,-1.98534,10.056,10.0732,10.0891,14.2719,26.7097,70.9284,,,,
SOK_4106_83161_m3,supplementary/prism,Sok-4106_83161,"Sections 2.3 and 4.4, Figure 8",2723.15,4364.4,5917.52,-2.76604,-1.60149,-0.22459,6.0677,8.48036,10.3341,0.281632,7.20824,117.297,,,,
SOK_4106_85168_m3,supplementary/prism,Sok-4106_85168,"Sections 2.3 and 4.4, Figure 8",2735.69,3860.91,5408.92,-2.98899,-1.85104,-0.436728,6.45987,9.34083,10.666,0.371222,9.6257,146.597,,,,
SOK_5224_920396_m3,supplementary/prism,Sok-5224_920396,"Sections 2.3 and 4.4, Figure 8",4299.05,4584.96,4782.64,-0.889423,-0.00740163,0.359267,10.334,10.3746,10.4313,0.10701,0.277871,2.41817,,,,
UDS182791_m3,supplementary/prism,UDS182791,"Sections 2.3 and 4.4, Figure 8",3999.55,4185.44,4332.35,-2.02978,-0.871409,-0.262043,10.1652,10.2425,10.2905,0.334136,1.37432,23.8819,,,,
UDS31092_m3,supplementary/prism,UDS31092,"Sections 2.3 and 4.4, Figure 8",3797.93,4261.6,4445.87,-2.0509,-1.38902,-0.787551,10.4207,10.4695,10.5436,0.867311,5.28703,27.0127,,,,
UNCOVER45924_dja_m3,supplementary/prism,UNCOVER45924,"Sections 2.3 and 4.4, Figure 8",4989.94,5100.15,5215.15,-2.7444,-2.37882,-2.20731,11.3867,11.411,11.431,75.5485,103.621,213.788,,,,
