run_id,family,target,paper_section,ndim,n_released,n_original,driver,spectrum_figure,path,known_issue
A2744QSO1B_m3,experiments/duplicate_reduction,A2744-QSO1_reduction-B,Section 4.4,14,32508,32508,fit_A2744QSO1B.py,spectrum.png,chains/experiments/duplicate_reduction/A2744-QSO1_reduction-B/chain.npy,
BMKP_UNCOVER_2c_smc_r300_ujy_xmask,experiments/dust_law_and_configuration_sweep,BMKP_UNCOVER_2c_smc_r300_ujy_xmask,Section 2.3,17,50000,65329,bmkp_fit_uncover_2c_smc_r300_ujy_xmask.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/BMKP_UNCOVER_2c_smc_r300_ujy_xmask/chain.npy,
BMKP_UNCOVER_2c_smc_r300_ujy_xmask_photcal,experiments/dust_law_and_configuration_sweep,BMKP_UNCOVER_2c_smc_r300_ujy_xmask_photcal,Section 2.3,17,50000,50830,bmkp_fit_uncover_2c_smc_r300_ujy_xmask_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/BMKP_UNCOVER_2c_smc_r300_ujy_xmask_photcal/chain.npy,
CAPERS_1c_arch_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_1c_arch_ujy,Section 2.3,14,41321,41321,fit_capers_1c_arch_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_1c_arch_ujy/chain.npy,
CAPERS_1c_cz_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_1c_cz_ujy,Section 2.3,14,38373,38373,fit_capers_1c_cz_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_1c_cz_ujy/chain.npy,
CAPERS_1c_smc_mhfree_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_1c_smc_mhfree_ujy,Section 2.3,15,40346,40346,fit_capers_1c_smc_mhfree_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_1c_smc_mhfree_ujy/chain.npy,
CAPERS_1c_smc_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_1c_smc_ujy,Section 2.3,14,39880,39880,fit_capers_1c_smc_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_1c_smc_ujy/chain.npy,
CAPERS_2c_floor2k_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_floor2k_ujy,Section 2.3,17,50000,50223,fit_capers_2c_floor2k_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_floor2k_ujy/chain.npy,
CAPERS_2c_freeav_n2k_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_freeav_n2k_ujy,Section 2.3,17,50000,77407,fit_capers_2c_freeav_n2k_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_freeav_n2k_ujy/chain.npy,
CAPERS_2c_freeav_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_freeav_ujy,Section 2.3,17,48547,48547,fit_capers_2c_freeav_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_freeav_ujy/chain.npy,
CAPERS_2c_h2omask_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_h2omask_ujy,Section 2.3,17,37035,37035,fit_capers_2c_h2omask_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_h2omask_ujy/chain.npy,
CAPERS_2c_hotfloor_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_hotfloor_ujy,Section 2.3,17,44038,44038,fit_capers_2c_hotfloor_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_hotfloor_ujy/chain.npy,
CAPERS_2c_neb_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_neb_ujy,Section 2.3,17,45857,45857,fit_capers_2c_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_neb_ujy/chain.npy,
CAPERS_2c_neb_ujy_long,experiments/dust_law_and_configuration_sweep,CAPERS_2c_neb_ujy_long,Section 2.3,17,46787,46787,fit_capers_2c_neb_ujy_long.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_neb_ujy_long/chain.npy,
CAPERS_2c_noupw_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_noupw_ujy,Section 2.3,17,49328,49328,fit_capers_2c_noupw_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_noupw_ujy/chain.npy,
CAPERS_2c_now_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_now_ujy,Section 2.3,17,39763,39763,fit_capers_2c_now_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_now_ujy/chain.npy,
CAPERS_2c_prismR_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_prismR_ujy,Section 2.3,17,45689,45689,fit_capers_2c_prismR_ujy.py,,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_prismR_ujy/chain.npy,
CAPERS_2c_prismR_ujy_long,experiments/dust_law_and_configuration_sweep,CAPERS_2c_prismR_ujy_long,Section 2.3,17,46312,46312,fit_capers_2c_prismR_ujy_long.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_prismR_ujy_long/chain.npy,
CAPERS_2c_r300_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_r300_ujy,Section 2.3,17,46180,46180,fit_capers_2c_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_r300_ujy/chain.npy,
CAPERS_2c_smc_mhfree_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_smc_mhfree_ujy,Section 2.3,18,50000,51053,fit_capers_2c_smc_mhfree_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_smc_mhfree_ujy/chain.npy,
CAPERS_2c_smc_neb_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_smc_neb_ujy,Section 2.3,17,46795,46795,fit_capers_2c_smc_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_smc_neb_ujy/chain.npy,
CAPERS_2c_smc_neb_ujy_long,experiments/dust_law_and_configuration_sweep,CAPERS_2c_smc_neb_ujy_long,Section 2.3,17,44268,44268,fit_capers_2c_smc_neb_ujy_long.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_smc_neb_ujy_long/chain.npy,
CAPERS_2c_smc_nomask_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_smc_nomask_ujy,Section 2.3,17,49863,49863,fit_capers_2c_smc_nomask_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_smc_nomask_ujy/chain.npy,
CAPERS_2c_smc_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_smc_ujy,Section 2.3,17,45165,45165,fit_capers_2c_smc_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_smc_ujy/chain.npy,
CAPERS_2c_smc_warm_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_2c_smc_warm_ujy,Section 2.3,17,37110,37110,fit_capers_2c_smc_warm_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_2c_smc_warm_ujy/chain.npy,
CAPERS_m3b_r300_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_m3b_r300_ujy,Section 2.3,14,41586,41586,fit_capers_m3_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_m3b_r300_ujy/chain.npy,
CAPERS_m3b_ujy,experiments/dust_law_and_configuration_sweep,CAPERS_m3b_ujy,Section 2.3,14,42683,42683,fit_capers_m3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/CAPERS_m3b_ujy/chain.npy,
RS_2c,experiments/dust_law_and_configuration_sweep,RS_2c,Section 2.3,17,50000,162645,fit_rs_m3.py,,chains/experiments/dust_law_and_configuration_sweep/RS_2c/chain.npy,
RS_m3c_smc,experiments/dust_law_and_configuration_sweep,RS_m3c_smc,Section 2.3,17,50000,104087,fit_rs_m3c_smc.py,spectrum.pdf,chains/experiments/dust_law_and_configuration_sweep/RS_m3c_smc/chain.npy,
UNCOVER_1c_arch_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_arch_ujy,Section 2.3,14,48230,48230,fit_uncover_1c_arch_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_arch_ujy/chain.npy,
UNCOVER_1c_arch_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_arch_ujy_photcal,Section 2.3,14,46129,46129,fit_uncover_1c_arch_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_arch_ujy_photcal/chain.npy,
UNCOVER_1c_cool2600_cz_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_cz_av3_ujy,Section 2.3,14,50000,56427,fit_uncover_1c_cool2600_cz_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_cz_av3_ujy/chain.npy,
UNCOVER_1c_cool2600_cz_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_cz_neb_ujy,Section 2.3,14,50000,56831,fit_uncover_1c_cool2600_cz_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_cz_neb_ujy/chain.npy,
UNCOVER_1c_cool2600_cz_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_cz_r300_av3_ujy,Section 2.3,14,50000,54757,fit_uncover_1c_cool2600_cz_r300_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_cz_r300_av3_ujy/chain.npy,
UNCOVER_1c_cool2600_cz_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_cz_r300_neb_ujy,Section 2.3,14,50000,54984,fit_uncover_1c_cool2600_cz_r300_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_cz_r300_neb_ujy/chain.npy,
UNCOVER_1c_cool2600_cz_r300_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_cz_r300_ujy,Section 2.3,14,50000,74337,fit_uncover_1c_cool2600_cz_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_cz_r300_ujy/chain.npy,
UNCOVER_1c_cool2600_cz_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_cz_ujy,Section 2.3,14,50000,52233,fit_uncover_1c_cool2600_cz_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_cz_ujy/chain.npy,
UNCOVER_1c_cool2600_smc_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_smc_av3_ujy,Section 2.3,14,50000,58658,fit_uncover_1c_cool2600_smc_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_smc_av3_ujy/chain.npy,
UNCOVER_1c_cool2600_smc_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_smc_neb_ujy,Section 2.3,14,50000,52030,fit_uncover_1c_cool2600_smc_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_smc_neb_ujy/chain.npy,
UNCOVER_1c_cool2600_smc_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_smc_r300_av3_ujy,Section 2.3,14,50000,56165,fit_uncover_1c_cool2600_smc_r300_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_smc_r300_av3_ujy/chain.npy,
UNCOVER_1c_cool2600_smc_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_smc_r300_neb_ujy,Section 2.3,14,50000,66479,fit_uncover_1c_cool2600_smc_r300_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_smc_r300_neb_ujy/chain.npy,
UNCOVER_1c_cool2600_smc_r300_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_smc_r300_ujy,Section 2.3,14,50000,57991,fit_uncover_1c_cool2600_smc_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_smc_r300_ujy/chain.npy,
UNCOVER_1c_cool2600_smc_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2600_smc_ujy,Section 2.3,14,50000,64560,fit_uncover_1c_cool2600_smc_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2600_smc_ujy/chain.npy,
UNCOVER_1c_cool2800_cz_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2800_cz_r300_av3_ujy,Section 2.3,14,50000,65638,fit_uncover_1c_cool2800_cz_r300_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2800_cz_r300_av3_ujy/chain.npy,
UNCOVER_1c_cool2800_cz_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2800_cz_r300_neb_ujy,Section 2.3,14,50000,70029,fit_uncover_1c_cool2800_cz_r300_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2800_cz_r300_neb_ujy/chain.npy,
UNCOVER_1c_cool2800_cz_r300_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2800_cz_r300_ujy,Section 2.3,14,50000,59942,fit_uncover_1c_cool2800_cz_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2800_cz_r300_ujy/chain.npy,
UNCOVER_1c_cool2800_smc_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2800_smc_r300_av3_ujy,Section 2.3,14,50000,64718,fit_uncover_1c_cool2800_smc_r300_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2800_smc_r300_av3_ujy/chain.npy,
UNCOVER_1c_cool2800_smc_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2800_smc_r300_neb_ujy,Section 2.3,14,50000,62109,fit_uncover_1c_cool2800_smc_r300_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2800_smc_r300_neb_ujy/chain.npy,
UNCOVER_1c_cool2800_smc_r300_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool2800_smc_r300_ujy,Section 2.3,14,45498,45498,fit_uncover_1c_cool2800_smc_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool2800_smc_r300_ujy/chain.npy,
UNCOVER_1c_cool3000_cz_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_cz_av3_ujy,Section 2.3,14,50000,66399,fit_uncover_1c_cool3000_cz_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_cz_av3_ujy/chain.npy,
UNCOVER_1c_cool3000_cz_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_cz_neb_ujy,Section 2.3,14,50000,70804,fit_uncover_1c_cool3000_cz_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_cz_neb_ujy/chain.npy,
UNCOVER_1c_cool3000_cz_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_cz_r300_av3_ujy,Section 2.3,14,50000,58657,fit_uncover_1c_cool3000_cz_r300_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_cz_r300_av3_ujy/chain.npy,
UNCOVER_1c_cool3000_cz_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_cz_r300_neb_ujy,Section 2.3,14,50000,81515,fit_uncover_1c_cool3000_cz_r300_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_cz_r300_neb_ujy/chain.npy,
UNCOVER_1c_cool3000_cz_r300_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_cz_r300_ujy,Section 2.3,14,50000,81545,fit_uncover_1c_cool3000_cz_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_cz_r300_ujy/chain.npy,
UNCOVER_1c_cool3000_cz_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_cz_ujy,Section 2.3,14,50000,62958,fit_uncover_1c_cool3000_cz_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_cz_ujy/chain.npy,
UNCOVER_1c_cool3000_smc_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_smc_av3_ujy,Section 2.3,14,50000,54377,fit_uncover_1c_cool3000_smc_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_smc_av3_ujy/chain.npy,
UNCOVER_1c_cool3000_smc_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_smc_neb_ujy,Section 2.3,14,50000,60091,fit_uncover_1c_cool3000_smc_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_smc_neb_ujy/chain.npy,
UNCOVER_1c_cool3000_smc_r300_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_smc_r300_av3_ujy,Section 2.3,14,50000,62743,fit_uncover_1c_cool3000_smc_r300_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_smc_r300_av3_ujy/chain.npy,
UNCOVER_1c_cool3000_smc_r300_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_smc_r300_neb_ujy,Section 2.3,14,50000,51208,fit_uncover_1c_cool3000_smc_r300_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_smc_r300_neb_ujy/chain.npy,
UNCOVER_1c_cool3000_smc_r300_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_smc_r300_ujy,Section 2.3,14,50000,55240,fit_uncover_1c_cool3000_smc_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_smc_r300_ujy/chain.npy,
UNCOVER_1c_cool3000_smc_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool3000_smc_ujy,Section 2.3,14,50000,50326,fit_uncover_1c_cool3000_smc_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool3000_smc_ujy/chain.npy,
UNCOVER_1c_cool_cz_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool_cz_av3_ujy,Section 2.3,14,50000,64770,fit_uncover_1c_cool_cz_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool_cz_av3_ujy/chain.npy,
UNCOVER_1c_cool_cz_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool_cz_neb_ujy,Section 2.3,14,50000,62368,fit_uncover_1c_cool_cz_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool_cz_neb_ujy/chain.npy,
UNCOVER_1c_cool_cz_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool_cz_ujy,Section 2.3,14,50000,73834,fit_uncover_1c_cool_cz_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool_cz_ujy/chain.npy,
UNCOVER_1c_cool_smc_av3_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool_smc_av3_ujy,Section 2.3,14,46543,46543,fit_uncover_1c_cool_smc_av3_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool_smc_av3_ujy/chain.npy,
UNCOVER_1c_cool_smc_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool_smc_neb_ujy,Section 2.3,14,50000,55583,fit_uncover_1c_cool_smc_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool_smc_neb_ujy/chain.npy,
UNCOVER_1c_cool_smc_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cool_smc_ujy,Section 2.3,14,41469,41469,fit_uncover_1c_cool_smc_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cool_smc_ujy/chain.npy,
UNCOVER_1c_cz_r300_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cz_r300_ujy,Section 2.3,14,46537,46537,fit_uncover_1c_cz_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cz_r300_ujy/chain.npy,
UNCOVER_1c_cz_r300_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_cz_r300_ujy_photcal,Section 2.3,14,48481,48481,fit_uncover_1c_cz_r300_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_cz_r300_ujy_photcal/chain.npy,
UNCOVER_1c_smc_mhfix_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_smc_mhfix_ujy,Section 2.3,14,50000,51585,fit_uncover_1c_smc_mhfix_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_smc_mhfix_ujy/chain.npy,
UNCOVER_1c_smc_mhfix_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_smc_mhfix_ujy_photcal,Section 2.3,14,45512,45512,fit_uncover_1c_smc_mhfix_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_smc_mhfix_ujy_photcal/chain.npy,
UNCOVER_1c_smc_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_smc_neb_ujy,Section 2.3,14,50000,54031,fit_uncover_1c_smc_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_smc_neb_ujy/chain.npy,
UNCOVER_1c_smc_neb_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_smc_neb_ujy_photcal,Section 2.3,14,49418,49418,fit_uncover_1c_smc_neb_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_smc_neb_ujy_photcal/chain.npy,
UNCOVER_1c_smc_r300_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_smc_r300_ujy,Section 2.3,14,48640,48640,fit_uncover_1c_smc_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_smc_r300_ujy/chain.npy,
UNCOVER_1c_smc_r300_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_1c_smc_r300_ujy_photcal,Section 2.3,14,47901,47901,fit_uncover_1c_smc_r300_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_1c_smc_r300_ujy_photcal/chain.npy,
UNCOVER_2c_cz_r300_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_cz_r300_ujy,Section 2.3,17,50000,62816,fit_uncover_2c_cz_r300_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_cz_r300_ujy/chain.npy,
UNCOVER_2c_cz_r300_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_cz_r300_ujy_photcal,Section 2.3,17,50000,59625,fit_uncover_2c_cz_r300_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_cz_r300_ujy_photcal/chain.npy,
UNCOVER_2c_floor2k_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_floor2k_ujy,Section 2.3,17,50000,65215,fit_uncover_2c_floor2k_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_floor2k_ujy/chain.npy,
UNCOVER_2c_floor2k_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_floor2k_ujy_photcal,Section 2.3,17,50000,52559,fit_uncover_2c_floor2k_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_floor2k_ujy_photcal/chain.npy,
UNCOVER_2c_freeav_n2k_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_freeav_n2k_ujy,Section 2.3,17,50000,123553,fit_uncover_2c_freeav_n2k_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_freeav_n2k_ujy/chain.npy,
UNCOVER_2c_freeav_n2k_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_freeav_n2k_ujy_photcal,Section 2.3,17,50000,87177,fit_uncover_2c_freeav_n2k_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_freeav_n2k_ujy_photcal/chain.npy,
UNCOVER_2c_freeav_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_freeav_ujy,Section 2.3,17,50000,60166,fit_uncover_2c_freeav_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_freeav_ujy/chain.npy,
UNCOVER_2c_freeav_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_freeav_ujy_photcal,Section 2.3,17,50000,51673,fit_uncover_2c_freeav_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_freeav_ujy_photcal/chain.npy,
UNCOVER_2c_h2omask_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_h2omask_ujy,Section 2.3,17,49914,49914,fit_uncover_2c_h2omask_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_h2omask_ujy/chain.npy,
UNCOVER_2c_h2omask_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_h2omask_ujy_photcal,Section 2.3,17,50000,52607,fit_uncover_2c_h2omask_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_h2omask_ujy_photcal/chain.npy,
UNCOVER_2c_hotfloor_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_hotfloor_ujy,Section 2.3,17,50000,65877,fit_uncover_2c_hotfloor_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_hotfloor_ujy/chain.npy,
UNCOVER_2c_hotfloor_ujy_photcal,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_hotfloor_ujy_photcal,Section 2.3,17,50000,60857,fit_uncover_2c_hotfloor_ujy_photcal.py,,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_hotfloor_ujy_photcal/chain.npy,
UNCOVER_2c_neb_ujy,experiments/dust_law_and_configuration_sweep,UNCOVER_2c_neb_ujy,Section 2.3,17,50000,61313,fit_uncover_2c_neb_ujy.py,spectrum.png,chains/experiments/dust_law_and_configuration_sweep/UNCOVER_2c_neb_ujy/chain.npy,
